region_bld,arch,eneff,value
C-WEU-MLT,sfh,s3,1.0
C-WEU-MLT,sfh,s51_std,1.0
C-WEU-MLT,sfh,s52_low,1.0
C-WEU-MLT,sfh,sr11_std,1.0
C-WEU-MLT,sfh,sr12_low,1.0
C-WEU-MLT,sfh,sr21_std,1.0
C-WEU-MLT,sfh,sr22_low,1.0
C-WEU-MLT,sfh,sr31_std,1.0
C-WEU-MLT,sfh,sr32_low,1.0
C-WEU-NLD,inf,ns,1.0
C-WEU-NLD,mfh,s1,1.0
C-WEU-NLD,mfh,s2,1.0
C-WEU-NLD,mfh,s3,1.0
C-WEU-NLD,mfh,s51_std,1.0
C-WEU-NLD,mfh,s52_low,1.0
C-WEU-NLD,mfh,sr11_std,1.0
C-WEU-NLD,mfh,sr12_low,1.0
C-WEU-NLD,mfh,sr21_std,1.0
C-WEU-NLD,mfh,sr22_low,1.0
C-WEU-NLD,mfh,sr31_std,1.0
C-WEU-NLD,mfh,sr32_low,1.0
C-WEU-NLD,sfh,s1,1.0
C-WEU-NLD,sfh,s2,1.0
C-WEU-NLD,sfh,s3,1.0
C-WEU-NLD,sfh,s51_std,1.0
C-WEU-NLD,sfh,s52_low,1.0
C-WEU-NLD,sfh,sr11_std,1.0
C-WEU-NLD,sfh,sr12_low,1.0
C-WEU-NLD,sfh,sr21_std,1.0
C-WEU-NLD,sfh,sr22_low,1.0
C-WEU-NLD,sfh,sr31_std,1.0
C-WEU-NLD,sfh,sr32_low,1.0
C-WEU-PRT,inf,ns,0.99943340875
C-WEU-PRT,mfh,s1,0.99943340875
C-WEU-PRT,mfh,s2,0.99943340875
C-WEU-PRT,mfh,s3,0.99943340875
C-WEU-PRT,mfh,s51_std,0.99943340875
C-WEU-PRT,mfh,s52_low,0.99943340875
C-WEU-PRT,mfh,sr11_std,0.99943340875
C-WEU-PRT,mfh,sr12_low,0.99943340875
C-WEU-PRT,mfh,sr21_std,0.99943340875
C-WEU-PRT,mfh,sr22_low,0.99943340875
C-WEU-PRT,mfh,sr31_std,0.99943340875
